Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Original_Action,Unsupervised_Prediction,Supervised_Prediction,Risk_label
40358,443,63081,443,626,352,274,10,16,6,4,allow,1,0,Potential Threat
38476,161,0,0,3304,1560,1744,18,30,9,9,allow,1,0,Potential Threat
33305,54532,0,0,60,60,0,1,0,1,0,deny,1,1,High Risk
49265,53,12727,53,181,94,87,2,31,1,1,allow,0,0,Normal
49568,443,30225,443,6408,2531,3877,21,16,11,10,allow,1,0,Potential Threat
55238,21247,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
64617,53,32317,53,756,95,661,2,30,1,1,allow,0,0,Normal
55745,53,20797,53,199,102,97,2,30,1,1,allow,0,0,Normal
56704,53,10036,53,194,102,92,2,31,1,1,allow,0,0,Normal
56322,80,56322,80,27189,4515,22674,34,23,14,20,allow,1,0,Potential Threat
6666,8888,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
51358,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53727,53,60009,53,172,72,100,2,30,1,1,allow,0,0,Normal
56929,53,47625,53,177,94,83,2,30,1,1,allow,0,0,Normal
50864,80,3838,80,1888,1814,74,10,15,9,1,allow,1,0,Potential Threat
26239,25174,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
56862,443,9641,443,7819,1662,6157,20,76,11,9,allow,1,0,Potential Threat
55542,443,7716,443,11550,3336,8214,52,130,25,27,allow,1,0,Potential Threat
56596,53,43071,53,194,102,92,2,30,1,1,allow,0,0,Normal
50595,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
56812,53,46886,53,767,102,665,2,30,1,1,allow,0,0,Normal
60501,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
42285,57470,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
1025,35447,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49558,53,61450,53,184,94,90,2,29,1,1,allow,0,0,Normal
64811,53,57822,53,314,97,217,4,47,2,2,allow,1,0,Potential Threat
49857,80,39166,80,7800,1743,6057,20,89,11,9,allow,1,0,Potential Threat
48082,443,55722,443,5619,885,4734,17,26,9,8,allow,1,0,Potential Threat
58809,445,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
51317,443,42808,443,3565,640,2925,16,153,7,9,allow,1,0,Potential Threat
58557,443,4317,443,114852,43911,70941,248,69,132,116,allow,1,0,Potential Threat
57333,53,36710,53,167,86,81,2,31,1,1,allow,0,0,Normal
52043,443,36100,443,7847,1904,5943,21,361,10,11,allow,1,0,Potential Threat
55353,53,1525,53,168,86,82,2,30,1,1,allow,0,0,Normal
8592,35993,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
37639,53,37639,53,245,106,139,2,29,1,1,allow,0,0,Normal
38700,443,57335,443,90113,3417,86696,95,16,30,65,allow,1,0,Potential Threat
62225,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56692,443,45896,443,7914,1925,5989,20,15,11,9,allow,1,0,Potential Threat
53640,443,55622,443,3201,1057,2144,13,135,6,7,allow,1,0,Potential Threat
54197,443,1352,443,499,425,74,4,0,3,1,allow,0,0,Normal
52087,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
55866,53,0,0,86,86,0,1,30,1,0,allow,0,0,Normal
42298,40001,24361,40001,140,78,62,2,31,1,1,allow,1,0,Potential Threat
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
52611,9571,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
45363,23,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
60421,6882,64164,6882,70,70,0,2,8,2,0,allow,1,0,Potential Threat
57269,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
58881,443,10013,443,1413,876,537,12,26,6,6,allow,1,0,Potential Threat
61117,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
64205,53,47320,53,178,94,84,2,31,1,1,allow,0,0,Normal
49995,53,30507,53,197,102,95,2,33,1,1,allow,0,0,Normal
7364,50584,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
50498,80,12035,80,312,192,120,6,25,4,2,allow,0,0,Normal
49605,53,37521,53,239,110,129,2,30,1,1,allow,0,0,Normal
60900,53,31593,53,181,86,95,2,30,1,1,allow,0,0,Normal
56134,53,7161,53,167,86,81,2,30,1,1,allow,0,0,Normal
65038,53,49241,53,173,94,79,2,31,1,1,allow,0,0,Normal
50612,443,9041,443,6782,3367,3415,25,139,15,10,allow,1,0,Potential Threat
54534,443,41952,443,7153,2581,4572,28,74,15,13,allow,1,0,Potential Threat
50265,6881,13047,6881,491,150,341,2,1200,1,1,allow,1,0,Potential Threat
58113,3389,58113,3389,4245,2461,1784,18,33,9,9,allow,1,0,Potential Threat
50682,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
54977,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56712,46824,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
58638,5900,58638,5900,126,62,64,2,5,1,1,allow,1,0,Potential Threat
65031,53,49062,53,184,94,90,2,31,1,1,allow,0,0,Normal
56998,53,58740,53,177,94,83,2,29,1,1,allow,0,0,Normal
2705,37,0,0,60,60,0,1,0,1,0,deny,1,1,High Risk
53616,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55358,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
54778,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
27005,27014,39253,27014,882,126,756,2,30,1,1,allow,1,0,Potential Threat
55587,43890,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
57908,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
50270,443,3425,443,868,514,354,13,18,8,5,allow,1,0,Potential Threat
61675,443,61675,443,8512,2483,6029,21,18,12,9,allow,1,0,Potential Threat
55225,11392,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
49842,443,3993,443,6212,1823,4389,16,75,9,7,allow,1,0,Potential Threat
50328,53,20316,53,783,96,687,2,30,1,1,allow,0,0,Normal
63287,44847,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
52061,80,7969,80,366,240,126,7,25,5,2,allow,0,0,Normal
22013,53,22013,53,198,90,108,2,30,1,1,allow,0,0,Normal
57143,53,50787,53,184,94,90,2,30,1,1,allow,0,0,Normal
64132,53,49481,53,179,94,85,2,29,1,1,allow,0,0,Normal
443,45788,0,0,199,199,0,1,0,1,0,deny,1,1,High Risk
5379,37965,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
60443,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55896,53,45886,53,184,94,90,2,31,1,1,allow,0,0,Normal
14914,443,14914,443,16960,1347,15613,28,17,10,18,allow,1,0,Potential Threat
55239,443,1727,443,9352,2524,6828,27,46,14,13,allow,1,0,Potential Threat
50584,6881,19659,6881,161,161,0,2,1200,2,0,allow,1,0,Potential Threat
53722,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51184,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
46324,443,40837,443,24465,3945,20520,39,18,18,21,allow,1,0,Potential Threat
9414,443,33463,443,5689,501,5188,14,15,7,7,allow,1,0,Potential Threat
57770,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53816,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
23276,443,23276,443,4668,1745,2923,21,76,12,9,allow,1,0,Potential Threat
57252,53,53666,53,183,94,89,2,30,1,1,allow,0,0,Normal
15986,8000,55850,8000,212,150,62,2,30,1,1,allow,1,0,Potential Threat
61669,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64841,53,21377,53,173,94,79,2,30,1,1,allow,0,0,Normal
57746,15000,19364,15000,130,70,60,2,6,1,1,allow,1,0,Potential Threat
3667,56205,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
61078,57470,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
26900,27017,2558,27017,422,164,258,6,30,3,3,allow,1,0,Potential Threat
17176,443,17176,443,6311,1229,5082,18,16,8,10,allow,1,0,Potential Threat
45898,443,17048,443,814431,31637,782794,913,315,346,567,allow,1,0,Potential Threat
65194,53,28428,53,196,94,102,2,29,1,1,allow,0,0,Normal
65155,53,8256,53,295,103,192,4,48,2,2,allow,0,0,Normal
49418,27015,63577,27015,71,71,0,1,30,1,0,allow,1,0,Potential Threat
51784,34568,52434,34568,66,66,0,1,5,1,0,allow,1,0,Potential Threat
49608,80,59432,80,145752,3240,142512,128,61,23,105,allow,1,0,Potential Threat
64511,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
63714,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61589,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
45373,443,33904,443,33357,26315,7042,65,273,38,27,allow,1,0,Potential Threat
53777,62955,35330,62955,70,70,0,2,7,2,0,allow,1,0,Potential Threat
63364,57470,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
10151,1042,12380,1042,490,149,341,2,1200,1,1,allow,1,0,Potential Threat
68,67,0,0,594,594,0,1,0,1,0,deny,1,1,High Risk
49334,53,34104,53,194,102,92,2,30,1,1,allow,0,0,Normal
55043,57470,0,0,78,78,0,1,0,1,0,deny,1,1,High Risk
0,0,0,0,480,244,236,4,0,2,2,allow,1,0,Potential Threat
52931,443,32527,443,23112,6278,16834,140,115,55,85,allow,1,0,Potential Threat
56183,53,29912,53,179,94,85,2,31,1,1,allow,0,0,Normal
54712,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
30129,37965,0,0,72,72,0,1,0,1,0,deny,0,1,Known Attack
36430,443,7560,443,9423,2105,7318,31,26,16,15,allow,1,0,Potential Threat
51637,443,21678,443,3110,1049,2061,14,136,7,7,allow,1,0,Potential Threat
52007,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
37887,22114,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
13120,25174,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49324,443,52610,443,6147,943,5204,17,16,9,8,allow,1,0,Potential Threat
57689,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
44774,22114,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
55703,13836,63794,13836,70,70,0,1,5,1,0,allow,1,0,Potential Threat
56841,443,47510,443,156805,44621,112184,289,215,137,152,allow,1,0,Potential Threat
26900,27017,27524,27017,422,164,258,6,30,3,3,allow,1,0,Potential Threat
53486,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
47910,7464,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
57422,53,31757,53,821,102,719,2,30,1,1,allow,0,0,Normal
58633,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
65141,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
63779,26467,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
55468,23,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
58977,37965,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
50893,443,25118,443,9452,1832,7620,20,130,10,10,allow,1,0,Potential Threat
42252,33303,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
51522,443,43510,443,190,70,120,4,15,2,2,allow,0,0,Normal
43747,22114,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
55392,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61273,443,61273,443,8480,2451,6029,21,17,12,9,allow,1,0,Potential Threat
45218,25174,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
49390,1433,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
57373,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56660,53,3127,53,338,110,228,2,30,1,1,allow,0,0,Normal
62075,443,48853,443,9318,3002,6316,28,46,16,12,allow,1,0,Potential Threat
60815,443,60815,443,1320,685,635,14,181,7,7,allow,1,0,Potential Threat
37712,443,12957,443,7660,2239,5421,32,255,16,16,allow,1,0,Potential Threat
56006,53,47168,53,210,102,108,2,30,1,1,allow,0,0,Normal
64298,53,48284,53,311,118,193,2,30,1,1,allow,0,0,Normal
55112,53,21380,53,245,94,151,2,30,1,1,allow,0,0,Normal
443,20995,0,0,83,83,0,1,0,1,0,deny,1,1,High Risk
53947,867,53640,867,70,70,0,2,8,2,0,allow,0,0,Normal
55097,53,65390,53,170,87,83,2,31,1,1,allow,1,0,Potential Threat
54858,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53077,443,54152,443,6173,924,5249,18,177,10,8,allow,1,0,Potential Threat
50313,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
5228,3434,0,0,1093,1093,0,1,0,1,0,deny,1,1,High Risk
48786,443,62894,443,7130,1890,5240,25,33,12,13,allow,1,0,Potential Threat
63710,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
58372,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
51414,22,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
55233,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61800,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
58327,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
5223,59023,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
54684,37965,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49940,80,46739,80,1130,613,517,11,15,6,5,allow,0,0,Normal
56844,443,48471,443,10878,4815,6063,60,196,31,29,allow,1,0,Potential Threat
52164,443,52164,443,20480,2066,18414,37,17,19,18,allow,1,0,Potential Threat
8734,56205,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
64868,53,56069,53,216,102,114,2,30,1,1,allow,0,0,Normal
65512,44847,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
46859,15000,30674,15000,130,70,60,2,6,1,1,allow,1,0,Potential Threat
64611,53,9832,53,181,94,87,2,29,1,1,allow,0,0,Normal
63902,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
60194,443,58489,443,8894,1633,7261,18,16,9,9,allow,1,0,Potential Threat
55069,53,50203,53,195,102,93,2,30,1,1,allow,0,0,Normal
55146,53,34694,53,181,94,87,2,30,1,1,allow,0,0,Normal
58120,25174,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
52116,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
65200,53,5141,53,214,110,104,2,30,1,1,allow,0,0,Normal
53696,50321,25044,50321,70,70,0,2,7,2,0,allow,1,0,Potential Threat
59459,37807,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
63924,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56852,49677,39171,49677,130,70,60,2,5,1,1,allow,1,0,Potential Threat
65524,53,9019,53,386,122,264,4,52,2,2,allow,0,0,Normal
64194,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55145,443,65048,443,13231,6169,7062,38,120,19,19,allow,1,0,Potential Threat
49791,53,37520,53,412,90,322,4,34,2,2,allow,0,0,Normal
57987,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
34772,15503,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
65295,53,41511,53,944,205,739,6,45,3,3,allow,1,0,Potential Threat
27005,27015,50781,27015,881,126,755,2,30,1,1,allow,1,0,Potential Threat
55707,53,54526,53,811,94,717,2,30,1,1,allow,0,0,Normal
22,44840,22,44840,1427,1170,257,8,15,4,4,allow,1,0,Potential Threat
65323,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
30729,22114,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
52233,80,14705,80,1674,708,966,18,392,6,12,allow,1,0,Potential Threat
23934,41615,0,0,145,145,0,1,0,1,0,deny,1,1,High Risk
52003,18150,63580,18150,70,70,0,1,5,1,0,allow,1,0,Potential Threat
13528,51221,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
52099,443,31661,443,39798,12257,27541,68,97,27,41,allow,1,0,Potential Threat
56803,53,52529,53,183,94,89,2,30,1,1,allow,0,0,Normal
11592,80,11592,80,6967,765,6202,15,16,7,8,allow,1,0,Potential Threat
0,0,0,0,156,156,0,2,0,2,0,deny,1,1,High Risk
53550,1,57289,1,70,70,0,1,5,1,0,allow,0,0,Normal
60443,50284,54263,50284,164,70,94,2,5,1,1,allow,1,0,Potential Threat
63804,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
63509,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
8282,40200,5762,40200,133,64,69,3,30,2,1,allow,1,0,Potential Threat
27005,27017,40278,27017,891,126,765,2,30,1,1,allow,1,0,Potential Threat
49418,27019,38743,27019,251,71,180,2,30,1,1,allow,1,0,Potential Threat
42289,443,63031,443,6827,1776,5051,26,121,13,13,allow,1,0,Potential Threat
55026,443,23738,443,11413,6823,4590,34,18,19,15,allow,1,0,Potential Threat
9552,57470,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
58318,15503,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
38508,443,38508,443,279067,22871,256196,327,90,145,182,allow,1,0,Potential Threat
56386,53,3694,53,177,94,83,2,30,1,1,allow,0,0,Normal
50994,443,11381,443,6349,1072,5277,18,21,10,8,allow,1,0,Potential Threat
53154,44645,45393,44645,320,140,180,6,5,3,3,allow,1,0,Potential Threat
64673,53,43122,53,213,94,119,2,30,1,1,allow,0,0,Normal
6881,32056,50769,32056,509,150,359,2,1199,1,1,allow,1,0,Potential Threat
57513,443,18231,443,4346,1212,3134,13,120,6,7,allow,1,0,Potential Threat
56583,53,7154,53,177,94,83,2,30,1,1,allow,0,0,Normal
55869,53,64090,53,196,102,94,2,30,1,1,allow,1,0,Potential Threat
56772,53,27354,53,168,86,82,2,30,1,1,allow,0,0,Normal
56630,80,55230,80,234,234,0,4,12,4,0,allow,0,0,Normal
55779,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
62747,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
50241,53,51739,53,184,102,82,2,30,1,1,allow,0,0,Normal
6882,64147,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
55516,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55675,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
54321,27015,42449,27015,924,924,0,3,29,3,0,allow,1,0,Potential Threat
55123,64097,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
34062,443,2265,443,3208,2015,1193,19,34,11,8,allow,1,0,Potential Threat
56370,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57416,53,8404,53,193,102,91,2,29,1,1,allow,0,0,Normal
49227,53,18246,53,179,94,85,2,31,1,1,allow,0,0,Normal
54320,27016,15570,27016,924,924,0,3,30,3,0,allow,1,0,Potential Threat
52019,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56941,53,4680,53,192,98,94,2,31,1,1,allow,0,0,Normal
45964,2225,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
64243,53,24679,53,244,94,150,2,30,1,1,allow,0,0,Normal
49395,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
60180,443,13880,443,3667,2243,1424,22,80,11,11,allow,1,0,Potential Threat
37640,443,4915,443,11442,3116,8326,32,46,19,13,allow,1,0,Potential Threat
57470,51413,17602,51413,330,330,0,6,1199,6,0,allow,1,0,Potential Threat
34922,443,21368,443,8093,2068,6025,23,360,11,12,allow,1,0,Potential Threat
57177,53,5547,53,174,89,85,2,31,1,1,allow,0,0,Normal
14059,21247,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
58627,25174,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
55237,53,6417,53,259,87,172,4,56,2,2,allow,0,0,Normal
56764,45797,41990,45797,164,70,94,2,5,1,1,allow,1,0,Potential Threat
61499,443,53254,443,15584,2626,12958,34,37,18,16,allow,1,0,Potential Threat
59987,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51995,50031,29706,50031,70,70,0,1,5,1,0,allow,1,0,Potential Threat
64473,53,45182,53,184,94,90,2,31,1,1,allow,0,0,Normal
63788,80,49704,80,314,192,122,6,15,4,2,allow,0,0,Normal
64495,53,28201,53,243,94,149,2,30,1,1,allow,0,0,Normal
56538,443,45521,443,7760,1599,6161,23,80,13,10,allow,1,0,Potential Threat
49931,53,22854,53,594,196,398,6,82,3,3,allow,0,0,Normal
64677,53,35002,53,190,97,93,2,31,1,1,allow,0,0,Normal
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
55686,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55836,53,27528,53,181,94,87,2,30,1,1,allow,0,0,Normal
56952,53,7156,53,186,95,91,2,30,1,1,allow,0,0,Normal
32609,64097,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
56099,53,33681,53,701,88,613,2,30,1,1,allow,0,0,Normal
51634,80,59507,80,378,192,186,7,39,4,3,allow,0,0,Normal
60827,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
0,0,0,0,320,320,0,5,0,5,0,allow,1,0,Potential Threat
64755,31573,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
61973,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
54016,42707,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
47910,7454,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
40737,443,35009,443,44004,3909,40095,80,135,38,42,allow,1,0,Potential Threat
49855,53,31460,53,170,87,83,2,30,1,1,allow,0,0,Normal
63642,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
50377,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57087,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56756,13973,64423,13973,70,70,0,1,5,1,0,allow,1,0,Potential Threat
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
61418,80,59402,80,31954,2972,28982,71,138,36,35,allow,1,0,Potential Threat
52237,443,52237,443,7718,2030,5688,23,20,11,12,allow,1,0,Potential Threat
49169,443,62824,443,11168,3827,7341,42,16,20,22,allow,1,0,Potential Threat
64573,53,39960,53,184,94,90,2,30,1,1,allow,0,0,Normal
26881,25174,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
0,0,0,0,70,70,0,1,0,1,0,deny,1,1,High Risk
60423,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50031,44847,0,0,74,74,0,1,0,1,0,deny,0,1,Known Attack
56816,11392,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
50005,53,15477,53,199,102,97,2,30,1,1,allow,0,0,Normal
53137,35111,32550,35111,70,70,0,1,5,1,0,allow,1,0,Potential Threat
49849,53,11014,53,196,102,94,2,30,1,1,allow,0,0,Normal
52988,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
25434,53,25434,53,231,90,141,2,31,1,1,allow,0,0,Normal
51538,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
45964,3111,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
49898,53,31342,53,184,94,90,2,30,1,1,allow,0,0,Normal
56569,53,13010,53,183,94,89,2,30,1,1,allow,0,0,Normal
50367,53,22257,53,578,286,292,9,15,5,4,allow,0,0,Normal
56817,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
54998,53,35657,53,174,89,85,2,31,1,1,allow,0,0,Normal
50127,64147,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
57272,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
64752,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56967,443,1130,443,9222,3148,6074,26,91,14,12,allow,1,0,Potential Threat
56552,53,3851,53,195,102,93,2,31,1,1,allow,0,0,Normal
18642,42707,0,0,145,145,0,1,0,1,0,deny,1,1,High Risk
45343,443,52570,443,2312,1382,930,19,26,11,8,allow,1,0,Potential Threat
30188,23453,55935,23453,502,150,352,2,1200,1,1,allow,1,0,Potential Threat
49444,53,42796,53,401,88,313,4,38,2,2,allow,0,0,Normal
39839,22114,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
57200,53,48391,53,711,87,624,2,30,1,1,allow,0,0,Normal
39065,443,4463,443,3589,1251,2338,15,20,9,6,allow,1,0,Potential Threat
50264,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
37965,34591,32228,34591,820,152,668,4,1199,2,2,allow,1,0,Potential Threat
52471,22114,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
7947,50584,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
55489,53,34902,53,748,106,642,2,31,1,1,allow,0,0,Normal
55339,53,49453,53,194,94,100,2,30,1,1,allow,0,0,Normal
63200,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
42298,40014,14476,40014,148,86,62,2,31,1,1,allow,1,0,Potential Threat
48676,53398,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
27081,10197,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
37896,443,37896,443,4704,1797,2907,19,30,11,8,allow,1,0,Potential Threat
53786,53,10105,53,260,86,174,2,30,1,1,allow,0,0,Normal
29300,35440,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
55543,53,20770,53,402,118,284,2,30,1,1,allow,0,0,Normal
50841,443,31504,443,10475,1518,8957,24,139,11,13,allow,1,0,Potential Threat
64551,2310,0,0,143,143,0,1,0,1,0,deny,0,1,Known Attack
49671,53,34167,53,242,110,132,2,30,1,1,allow,0,0,Normal
3717,25174,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
57204,443,62645,443,340,140,200,6,25,3,3,allow,1,0,Potential Threat
33705,443,51177,443,4610,918,3692,15,135,7,8,allow,1,0,Potential Threat
14059,21247,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
6881,30096,6963,30096,509,150,359,2,1199,1,1,allow,1,0,Potential Threat
49846,53,37794,53,763,101,662,2,31,1,1,allow,0,0,Normal
57293,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
15333,60043,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
52749,443,45343,443,148418,107579,40839,315,6090,107,208,allow,1,0,Potential Threat
48320,80,28314,80,12110,3853,8257,35,1075,13,22,allow,1,0,Potential Threat
64709,53,47288,53,353,118,235,2,30,1,1,allow,0,0,Normal
55808,53,62686,53,174,89,85,2,30,1,1,allow,0,0,Normal
59680,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
49851,443,11118,443,6058,1038,5020,20,71,11,9,allow,1,0,Potential Threat
49936,53,28353,53,211,102,109,2,31,1,1,allow,0,0,Normal
37426,443,35217,443,7477,3305,4172,21,400,12,9,allow,1,0,Potential Threat
59909,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
61753,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
60163,26467,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
52326,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
52224,37178,41727,37178,136,136,0,3,14,3,0,allow,1,0,Potential Threat
54314,53,25378,53,284,79,205,2,30,1,1,allow,0,0,Normal
62328,443,62328,443,1210,637,573,14,51,7,7,allow,1,0,Potential Threat
